"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"news:PIMP_BUSTED","Grestin Checkpoint Officer Nabs Mastermind","Grestin檢查哨的移民關逮住首腦"
"news:PIMP_ESCAPED","Dancers At Grestin Club Found Dead!","Grestin 俱樂部舞孃慘遭殺害！"
"news:PIMP_ESCAPED","Newly Immigrated Girls Victims Of Human Trafficking","受害女性為人口販子引入的新移民"
"news:KILLERATHLETE","Republian Track Star Wanted For Murder!","Republian 賽車之星因謀殺遭通緝！"
"news:KILLERATHLETE","Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia","Vince Lestrade下落不明，推測已不在Republia內"
"news:KILLERATHLETE","Vince Lestrade: Profile","Vince Lestrade： 徹底解析"
"news:KILLERATHLETE","Girlfriend Killed In Jealous Rage?","妒火中燒而對女友下手?"
"news:KILLERATHLETE_DETAINED","Vince Lestrade Apprehended In Grestin!","Vince Lestrade 在 Grestin 遭逮捕！"
"news:KILLERATHLETE_DETAINED","Track Champ Looks Quite Guilty Now","賽車冠軍看起來悔不當初"
"news:KILLERATHLETE_APPROVED","Vince Lestrade Spotted in Arstotzka","Vince Lestrade 被目擊在 Arstotzka 出沒"
"news:KILLERATHLETE_DENIED","Vince Lestrade Apprehended In Kolechia!","Vince Lestrade 在 Kolechia 被逮捕！"
"news:DIPLOMAT_FIRST","Kolechia Sends Top-Level Diplomat","Kolechia派出高階外交官"
"news:DIPLOMAT_FIRST","Normalizing Trade Top Issue","處理貿易上的大問題"
"news:BUSTED_SPY","Top-level Kolechian Exposed as Arstotzkan Spy!","Kolechia 高階外交官被揭發為 Arstotzka 間諜！"
"news:BUSTED_SPY","Missing From Post, Presumed Dead","棄職而逃，可能已經身亡"
"news:BUSTED_SPY_GAVEREALDOCS","Kolechia Cleans House - Eliminates Arstotzkan Spies","Kolechia 清洗門戶 - Arstotzka 間諜遭滅！"
"news:BUSTED_SPY_GAVEREALDOCS","Heroic Agents Compromised","我國英雄探員身份曝露"
"news:BUSTED_SPY_GAVEFAKEDOCS","Kolechia Cleans House - Attacks Its Own!","Kolechia 清洗門戶 - 誤傷己方！"
"news:BUSTED_SPY_GAVEFAKEDOCS","Round Of Disappearances Blamed On Faulty Evidence","數件失蹤案皆因證據有誤而起"
"news:FORGERY_NEWS","Theft At Ministry Of Admission!","入境管理部遭竊！"
"news:FORGERY_NEWS","Limited Effects - Few Items Stolen","損害慎小 - 僅有幾項物品被偷"
"news:SECRET_SOCIETY","The History of Arstotzka","Arstotzka的偉大歷史"
"news:SECRET_SOCIETY","In Pictures and Words - Mostly Words","圖文並茂的呈獻給您 （以文字為主）"
"news:CRIMINAL_ACTIVITY","A Criminal's Safe Haven","犯罪者的快樂天堂"
"news:CRIMINAL_ACTIVITY","Arstotzka Earns Dubious Reputation","Arstotzka 獲得這個可疑稱號"
"news:LOSING_GUARDS","Ministries Fight Over Staff","政府部門為了搶人大打出手"
"news:LOSING_GUARDS","Qualified Guards, Soldiers In Demand","強力徵求有證照之警衛及軍人"
"news:LOSING_GUARDS","Consolidation, Reassignment At Border","邊境人事的減編與調動"
"news:LOSING_GUARDS","Still Safe With Smaller Detail?","縮減的人員編制足以維持安全嗎？"
"news:RUNNER_AFTER_TRANQ","Grestin Incident Highlights Security Risks","Grestin事件凸顯安檢的風險"
"news:RUNNER_AFTER_TRANQ","Further Breaches Predicted","可能還會出現更多漏洞"
"news:BIKE_ATTACK","Daring Bike Attack At Grestin Checkpoint!","摩托車騎士攻擊Grestin檢查哨！"
"news:BIKE_ATTACK","Extremists Growing Bolder - Grestin Like Magnet","Grestin像磁鐵一樣 - 持續吸引邊境的激進份子"
"news:BORDER_TARGETED","Can The Wall Hold?","這道牆還撐的住嗎？"
"news:BORDER_TARGETED","Border Safety Continually Questioned","邊境安全不斷遭受質疑"
"news:BIKERUNNER_NEWS","Coordinated Border Breach!","邊境遭受聯合攻擊"
"news:BIKERUNNER_NEWS","Unknown Assailants Swamp Security","身份不明的攻擊者制霸警備員"
"news:NOSY_JOURNALIST_APPROVED","Arstotzka's Frail Border","Arstotzka 脆弱的邊境"
"news:NOSY_JOURNALIST_APPROVED","United Fed Reporter Exposes Lax Protocols","United Fed 記者揭露其鬆散的章程"
"news:NOSY_JOURNALIST_DENIED","Arstotzka's Iron Border","Arstotzka 鐵般的邊境"
"news:NOSY_JOURNALIST_DENIED","Int. Media Reveals Entry Visa Bias","國際媒體指稱入境簽稱核發的核發有偏見"
"news:IDSUPPLEMENT_INTRO","Another Bomber Slips Through!","又一個炸彈克溜過邊境！"
"news:IDSUPPLEMENT_INTRO","Immigrant Screening Falls Short","移民篩檢並未確實"
"news:IDSUPPLEMENT_INTRO","M.O.A. Gets New Director","外管部新官上任"
"news:IDSUPPLEMENT_INTRO","Stricter Protocols Promised at Border","承諾執行更嚴格的邊境規範"
"news:WHISTLEBLOWER_SETUP0","Antegria Domestic Spying Exposed!","Antegria 對平民的監控曝光！"
"news:WHISTLEBLOWER_SETUP0","Whistleblower On The Run","洩密者潛逃中"
"news:WHISTLEBLOWER_SETUP1","Antegrian Whistleblower Denied Asylum In Republia","Antegria 的洩密者遭到 Republia 拒絕政治庇護"
"news:WHISTLEBLOWER_SETUP2","Antegrian Whistleblower Turned Away From United Fed","Antegria 的洩密者遭到 United Fed 拒絕政治庇護"
"news:WHISTLEBLOWER_COMING","Antegrian Whistleblower Accepted By Arstotzka","Arstotzka 將保護 Antegria 的洩密者"
"news:WHISTLEBLOWER_COMING","Move Risks Angering Neighbors","這是個可能會惹腦鄰居的決策"
"news:WHISTLEBLOWER_IN","Antegrian Whistleblower Arrives - Disappears Immediately","Antegria 洩密者入境 - 隨即行蹤成謎"
"news:WHISTLEBLOWER_OUT","Antegrian Whistleblower Turned Away - Whereabouts Unknown","Antegria 洩密者遭到拒絕入境 - 現在下落不明"
"news:IMPOR_UNHAPPY","Impor Protests Unbalanced Trade Restrictions","Impor 抗議不平等的貿易限制"
"news:IMPOR_UNHAPPY","Claims Arstotzka Unfairly Taxes Imporian Goods","宣稱 Arstotzka 針對 Impor 的產品克重稅"
"news:IMPOR_SANCTIONS_START","Impor Begins Trade Sanctions!","Impor 開始貿易制裁！"
"news:IMPOR_SANCTIONS_START","Immediately Restricts All Imports From Arstotzka","從今開始限制所有來自 Arstotzka 的進口"
"news:IMPOR_SANCTIONS_END","Impor Sanctions End!","Impor 的貿易制裁完結！"
"news:IMPOR_SANCTIONS_END","Over So Fast? What Happened?","這麼快就結束了？ 現在是怎樣？"
"news:SURGERY_SETUP","Breakthrough Spinal Surgery Perfected","脊髓手術的重大突破成功"
"news:SURGERY_SETUP","Only Possible With Arstotzkan Expertise","目前只有 Arstotzka 能夠實現此技術"
"news:VIRUS_PRIMER","Polio Resurfaces In United Fed","小兒麻痺重現 United Fed"
"news:VIRUS_PRIMER","Isolated Diagnosis Or Something More?","個案還是更嚴重的事件？"
"news:VIRUS_BAN_UNITED_FED","Full-blown Epidemic Threatens United Fed!","United Fed 面臨全面感染的威脅！"
"news:VIRUS_BAN_UNITED_FED","Previously Under Control, Polio Back With Vengeance","先前成功被控制的小兒麻痺症回來復仇了"
"news:VIRUS_REQUIRE_CERT","Ministry of Health Acts To Protect Citizens","國民健康部採取行動保護國人"
"news:VIRUS_REQUIRE_CERT","New Policy, Safeguards At Borders","在邊境實施新的政策及加派守衛"
"news:SERIAL_KILLER","Serial Child Killer Escapes United Fed Prison!","兒童連環殺手自 United Fed 監獄脱逃！"
"news:SERIAL_KILLER","Simon Wens: An Arstotzkan Native - Returning Home?","Simon Wen是個土生土長的 Arstotzka 人，他會跑回家鄉嗎？"
"news:SERIAL_KILLER_MURDERED","Bloody Scene In Gennistora!","Gennistora 驚見血案！"
"news:SERIAL_KILLER_MURDERED","Simon Wens Found Dead In Confusing Mess","在奇怪的兇案現場發現到 Simon Wens 的屍體。"
"news:EZIC_ATTACK0","Grestin Metro Halted","Grestin 地鐵全面停擺"
"news:EZIC_ATTACK0","Tunnel Cave-in, Hints At Sabotage","隧道崩塌，疑似遭到破壞"
"news:EZIC_ATTACK1_GIFT","Gov't Headquarters In Paradizna Evacuated!","在 Paradizna 的主要政府機構全面撤離！"
"news:EZIC_ATTACK1_GIFT","Strange Gas Detected - Staff Safe, Records Missing","現場偵測到不明瓦斯，所幸人員無傷，只有文件丟失"
"news:EZIC_ATTACK1_NOGIFT","Head Minister Of Finance Missing!","財政部長失蹤！"
"news:EZIC_ATTACK1_NOGIFT","Markets React With Fast Selling, Instability","市場出現大量拋售及不穩定"
"news:POISONING","Mysterious Poison Hospitalizes Several!","神祕毒藥倒置多人入院！"
"news:POISONING","Unnamed Immigrant Smuggles Deadly Agent","身份不明的移民偷渡致命毒物"
"news:MARKED_DIPLOMAT","Top-Level Talks Called","高階外交會談召開"
"news:MARKED_DIPLOMAT","Grestin Territory Remains Dividing Issue","Grestin 區域的分裂問題懸而未決"
"news:DIPLOMAT_SWAPPED","Kolechians Are Crazy","Kolechia 的外交官瘋了"
"news:DIPLOMAT_SWAPPED","Bizarre Behavior From Top Negotiator Spoils Talks","高階談判員的瘋顛行為毀了整個會談"
"news:DIPLOMAT_ORIGINAL","A Tentative Understanding","得出暫時性的結論"
"news:DIPLOMAT_ORIGINAL","Kolechian Talks Establish Common Ground","與 Kolechia 的會談建立共識"
"news:TALKS_BREAK_DOWN","Roadblock To Kolechian Resolution","高層決定停止與Kolechia往來"
"news:TALKS_BREAK_DOWN","Contested City Drives Wedge","主要城市的抗議促成此項決議"
"news:BORDER_CLOSING","Grestin Checkpoint Future Uncertain","Grestin檢查哨的未來何去何從"
"news:BORDER_CLOSING","Too Open, Too Soon?","開放太好，還是開放太早？"
"text:language_code","en","zho"
"text:language_name","ENGLISH","中文 (繁體)"
"text:language_author","Author","Piece Yen"
"text:wrap_hyphen","-","-"
"text:created_by","created by Lucas Pope","Lucas Pope製作"
"text:papers_please","Papers, please.","請出示證件"
"text:protocol_violated","Protocol Violated.","違反規章"
"text:unauth_confiscation","Unauthorized passport confiscation","未授權沒收護照"
"text:missing_reason","Denial reason not given","未註明拒簽原因"
"text:citation_warning","WARNING ISSUED - NO PENALTY","糾正函 - 暫無罰款"
"text:citation_lastwarning","LAST WARNING - NO PENALTY","最後糾正 - 佔無罰款"
"text:citation_penalty","PENALTY ASSESSED - $0 CREDITS","違規罰款 - $0 元"
"text:border_next","NEXT!","下一位！"
"text:border_bomber","FOR KOLECHIA!","為了KOLECHIA!"
"text:border_comeback","COME BACK AT 6AM TOMORROW","明早6點再來吧"
"text:border_announce0","ENTRY IS NOT GUARANTEED","我們不保證入境"
"text:border_announce1","HAVE YOUR DOCUMENTS READY","請準備好必要文件"
"text:border_announce2","ARSTOTZKA WELCOMES YOU","ARSTOTZKA 歡迎你"
"text:border_guardout","OUT!","出來！"
"text:border_elisa","ELISA!","ELISA!"
"text:family_son_budget","SON","兒子"
"text:family_wife_budget","WIFE","妻子"
"text:family_niece_budget","NIECE","外甥"
"text:family_uncle_budget","UNCLE","舅舅"
"text:family_mil_budget","MIL","岳母"
"text:family_son_status","Son","兒子"
"text:family_wife_status","Wife","妻子"
"text:family_niece_status","Niece","外甥"
"text:family_uncle_status","Uncle","舅舅"
"text:family_mil_status","Mother-in-law","岳母"
"text:family_son_message","son","兒子"
"text:family_wife_message","wife","妻子"
"text:family_niece_message","niece","外甥"
"text:family_uncle_message","uncle","舅舅"
"text:family_mil_message","mother-in-law","岳母"
"text:night_endof","END OF","結束"
"text:night_day","DAY $0","第 $0 天"
"text:family_verysick_1","Your $0 will die without medicine.","如果沒有藥物，你的$0將會死亡。"
"text:family_verysick_many","Very sick family members will die without medicine.","如果沒有藥物，重病的家人將會死亡。"
"text:family_sick_1","Your $0 is sick and needs medicine.","你的$0生病了，他需要藥物。"
"text:family_sick_many","Your family needs medicine.","你的家人需要藥物。"
"text:family_died_1","Your $0 has died.","你的$0去世了。"
"text:family_died_2","Your $0 and $1 have died.","你的$0和$1去世了。"
"text:family_died_3","Your $0, $1, and $2 have died.","你的$0、$1和$2去世了。"
"text:family_died_4","Your $0, $1, $2, and $3 have died.","你的$0、$1、$2和$3去世了。"
"text:family_died_5","Your $0, $1, $2, $3, and $4 have died.","你的$0、$1、$2、$3和$4去世了。"
"text:family_escape_with_0","You leave behind everything.","你拋下一切逃走了。"
"text:family_escape_with_1","You gather your $0 to leave for Obristan.","你帶著你的$0逃至Obristan。"
"text:family_escape_with_2","You gather your $0 and $1 to leave for Obristan.","你帶著你的$0和$1逃至Obristan。"
"text:family_escape_with_3","You gather your $0, $1, and $2 to leave for Obristan.","你帶著你的$0、$1和$2逃至Obristan。"
"text:family_escape_with_4","You gather your $0, $1, $2, and $3 to leave for Obristan.","你帶著你的$0、$1、$2和$3逃至Obristan。"
"text:family_escape_with_5","You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","你帶著你的$0、$1、$2、$3和$4逃至Obristan。"
"text:family_escape_without_1","Your $0 prepares to return to Nirsk.","你的$0打算回到Nirsk生活。"
"text:family_escape_without_2","Your $0 and $1 prepare to return to Nirsk.","你的$0和$1打算回到Nirsk生活。"
"text:family_escape_without_3","Your $0, $1, and $2 prepare to return to Nirsk.","你的$0、$1和$2打算回到Nirsk生活。"
"text:family_escape_without_4","Your $0, $1, $2, and $3 prepare to return to Nirsk.","你的$0、$1、$2和$3打算回到Nirsk生活。"
"text:family_escape_without_5","Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","你的$0、$1、$2、$3和$4打算回到Nirsk生活。"
"text:family_flee_final_0","Obristan Above All","Obristan才是最重要的"
"text:family_flee_final_1","The safety of your $0 is unknown.","你無從得知你的$0現在是否安全。"
"text:family_flee_final_2","The safety of your $0 and $1 is unknown.","你無從得知你的$0和$1現在是否安全。"
"text:family_flee_final_3","The safety of your $0, $1, and $2 is unknown.","你無從得知你的$0、$1和$2現在是否安全。"
"text:family_flee_final_4","The safety of your $0, $1, $2, and $3 is unknown.","你無從得知你的$0、$1、$2和$3現在是否安全。"
"text:family_flee_final_5","The safety of your $0, $1, $2, $3, and $4 is unknown.","你無從得知你的$0、$1、$2、$3和$4現在是否安全。"
"text:budget_savings","SAVINGS","存款"
"text:budget_salary","SALARY ($0)","薪水 ($0)"
"text:budget_penalties","PENALTIES ($0)","罰款 ($0)"
"text:budget_bribes","BRIBES","賄賂"
"text:budget_rent","RENT","房租"
"text:budget_food","FOOD","食物"
"text:budget_heat","HEAT","暖氣"
"text:budget_medicine","MEDICINE ($0)","藥物 ($0)"
"text:budget_sleep","SLEEP","睡覺"
"text:budget_escape","ESCAPE","逃離"
"text:menu_back","BACK","回上頁"
"text:confirm_ok","OKAY","確認"
"text:confirm_cancel","CANCEL","取消"
"text:menu_mainmenu","MAIN MENU","主選單"
"text:menu_resume","RESUME","繼續"
"text:menu_quit","QUIT","離開"
"text:menu_done","DONE","完成"
"text:menu_story","STORY","故事模式"
"text:menu_endless","ENDLESS","無盡模式"
"text:menu_play","PLAY","開始遊玩"
"text:menu_fullscreen","Fullscreen","全螢幕"
"text:menu_nudity","Nudity","裸露"
"text:menu_easy","Easy Mode","簡易模式"
"text:menu_music","Music","音樂"
"text:menu_sound","Sound","音效"
"text:menu_dateformat","Date Format","日期格式"
"text:menu_language","Language","語言"
"text:menu_easytip","+ 20 credits per day","每天多20元"
"text:menu_stats","STATS","狀態"
"text:menu_next","NEXT","下一步"
"text:menu_walktowork","WALK TO WORK","走去上班"
"text:menu_paused","PAUSED","暫停"
"text:menu_settings","SETTINGS","設定"
"text:menu_credits","CREDITS","製作人員"
"text:menu_checkforupdates","CHECK FOR UPDATES","檢查更新檔"
"text:stats_text","Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","遊玩時間 $time
你經手了 $processed 名旅客
你核准了 $approved 份護照
你拒簽了 $denied 份護照
你法辦了 $detained 名旅客
你被開了 $citations 張罰單
你蓋下了 $stamps 次印章
這是$endtotal個結局中的第$endnum個"
"text:steam_noinit","STEAM CONNECTION FAILED

If this problem persists, re-install the Steam client.","STEAM 連線失敗

若持續出現此問題，請重新安裝Steam客戶端程式。"
"text:steam_restartfailed","STEAM RESTART FAILED

If this problem persists, re-install the Steam client.","STEAM 重啟失敗

若持續出現此問題，請重新安裝Steam客戶端程式。"
"text:steam_noconnect","STEAM CONNECTION FAILED

The game will attempt to restart through the Steam client.","STEAM 連線失敗

遊戲會試著由Steam客戶端程式重新啟動。"
"text:steam_restart","RESTART","重新啟動"
"text:load_title","Select day to continue or start a new game","選擇特定日期繼續，或是開啟新的遊戲"
"text:load_confirm_delete_single","Delete this day $0 save?

There is no undo.","確定要刪除第$0天的紀錄？

此項動作無法復原。"
"text:load_confirm_delete_multi","Delete this save branch from day $0 to day $1?

There is no undo.","確定要刪除將第$0天到第$1天的分支紀錄?

此項動作無法復原。"
"text:load_delete","DELETE","刪除"
"text:load_confirm_full","Save tracks full.

Continue from a right-most save or delete a save branch to free up a track.","紀錄軌已滿。

從最右邊的紀錄接續遊戲，或刪除紀錄分支以獲得可用空間。"
"text:load_summary","Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt","第$day天
""$news""

$savings 元, 家人 $family,
$tokens 徽章, 公寓 $apt"
"text:load_continue","CONTINUE","繼續"
"text:emotion_happy","HAPPY","快樂"
"text:emotion_ok","OK","還好"
"text:emotion_sad","SAD","傷心"
"text:emotion_cold","COLD","受寒"
"text:emotion_sick","SICK","生病"
"text:emotion_verysick","VERY SICK","重病"
"text:emotion_dead","DEAD","死亡"
"text:emotion_hungry","HUNGRY","飢餓"
"text:load_latest","LATEST","最新"
"text:entry_approved","ENTRY GRANTED","准許入境"
"text:entry_denied","ENTRY DENIED","拒絕入境"
"text:stamp_approved","APPROVED","准許"
"text:stamp_denied","DENIED","拒絕"
"text:stamp_reason","REASON","理由"
"text:booth_dragdocs","DRAG DOCUMENTS HERE","將 文 件 拖 至 此 處"
"text:booth_highlight","HIGHLIGHT DISCREPANCIES","標 注 不 相 符 之 處"
"text:booth_discrepancy","DISCREPANCY
DETECTED","發 現 文 件 內 容 衝 突"
"text:booth_interrogate","INTERROGATE","質 詢"
"text:booth_matching","MATCHING
DATA","文 件 互 相 吻 合"
"text:booth_nocorrelation","NO
CORRELATION","不 相 關 資 訊"
"text:booth_cleared","DISCREPANCY
CLEARED","不 符 處 已 更 正"
"text:env_clearforentry","Applicant clear for entry","申請人符合入境資格"
"text:env_lettermale","M","男"
"text:env_letterfemale","F","女"
"text:env_noalias","No known alias","查無別名"
"text:env_typochars","aeiou,iuy,pgq,lj,ck,bh","aeiou,iuy,pgq,lj,ck,bh"
"text:endless_complete","$style
$course

$time
$score Points","$style
$course

$time
$score Points"
"text:endless_ranked","Ranked #$0","排名 #$0"
"text:endless_unlock","Complete story mode with your job intact to unlock endless mode","完成故事模式並保住工作以解鎖無盡模式"
